fk_cliente;fk_produto;fk_vendedor;fk_data_pedido;unidades_vendidas;preco_unitario;desconto_percentual;cod_pedido
29705;714;278;30/03/2013;2;28.84;0;SO50284
29705;836;278;30/03/2013;1;324.45;0;SO50284
29705;841;278;30/03/2013;5;35.99;0;SO50284
29705;766;278;30/03/2013;1;469.79;0;SO50284
29705;712;278;30/03/2013;8;5.19;0;SO50284
29705;822;278;30/03/2013;1;324.45;0;SO50284
29705;708;278;30/03/2013;8;20.19;0;SO50284
29705;789;278;30/03/2013;7;1466.01;0;SO50284
29705;725;278;30/03/2013;1;202.33;0;SO50284
29705;790;278;30/03/2013;2;1466.01;0;SO50284
29705;844;278;30/03/2013;7;11.99;0;SO50284
29705;770;278;30/03/2013;6;469.79;0;SO50284
29705;856;278;30/03/2013;9;53.99;0;SO50284
29705;765;278;30/03/2013;2;469.79;0;SO50284
29705;853;278;30/03/2013;3;44.99;0;SO50284
29705;793;278;30/03/2013;6;1308.94;0;SO50284
29705;858;278;30/03/2013;2;14.13;0;SO50284
29705;738;278;30/03/2013;2;183.94;0;SO50284
29705;718;278;30/03/2013;1;780.82;0;SO50284
29705;722;278;30/03/2013;2;183.94;0;SO50284
29705;764;278;30/03/2013;2;469.79;0;SO50284
29705;859;278;30/03/2013;8;14.13;0;SO50284
29705;760;278;30/03/2013;3;469.79;0;SO50284
29705;801;278;30/03/2013;3;600.26;0;SO50284
29705;717;278;30/03/2013;1;780.82;0;SO50284
29705;854;278;30/03/2013;9;44.99;0;SO50284
29705;707;278;30/03/2013;2;20.19;0;SO50284
29705;850;278;30/03/2013;1;35.99;0;SO50284
29705;762;278;30/03/2013;3;469.79;0;SO50284
29705;798;278;30/03/2013;2;600.26;0;SO50284
29705;768;278;30/03/2013;3;469.79;0;SO50284
29590;824;277;30/03/2013;2;141.62;0;SO50285
29993;822;279;30/03/2013;1;324.45;0;SO50286
29719;736;283;30/03/2013;1;183.94;0;SO50287
29691;786;279;30/03/2013;1;647.99;0;SO50288
29616;849;275;30/03/2013;3;35.99;0;SO50289
29616;770;275;30/03/2013;6;469.79;0;SO50289
29616;766;275;30/03/2013;2;469.79;0;SO50289
29616;855;275;30/03/2013;4;53.99;0;SO50289
29616;854;275;30/03/2013;2;44.99;0;SO50289
29616;725;275;30/03/2013;4;202.33;0;SO50289
29616;760;275;30/03/2013;7;469.79;0;SO50289
29616;799;275;30/03/2013;4;600.26;0;SO50289
29616;730;275;30/03/2013;3;202.33;0;SO50289
29616;820;275;30/03/2013;2;198.04;0;SO50289
29616;792;275;30/03/2013;3;1308.94;0;SO50289
29616;738;275;30/03/2013;2;183.94;0;SO50289
29616;796;275;30/03/2013;4;1308.94;0;SO50289
29616;729;275;30/03/2013;4;202.33;0;SO50289
29616;763;275;30/03/2013;2;469.79;0;SO50289
29616;852;275;30/03/2013;6;44.99;0;SO50289
29616;767;275;30/03/2013;7;469.79;0;SO50289
29616;801;275;30/03/2013;4;600.26;0;SO50289
29616;716;275;30/03/2013;4;28.84;0;SO50289
29616;826;275;30/03/2013;2;67.54;0;SO50289
29616;707;275;30/03/2013;4;20.19;0;SO50289
29616;762;275;30/03/2013;5;469.79;0;SO50289
29616;761;275;30/03/2013;5;469.79;0;SO50289
29616;797;275;30/03/2013;3;600.26;0;SO50289
29616;795;275;30/03/2013;4;1308.94;0;SO50289
29616;714;275;30/03/2013;1;28.84;0;SO50289
29616;813;275;30/03/2013;1;65.60;0;SO50289
29616;726;275;30/03/2013;3;202.33;0;SO50289
29616;856;275;30/03/2013;6;53.99;0;SO50289
29616;769;275;30/03/2013;6;469.79;0;SO50289
29616;712;275;30/03/2013;4;5.19;0;SO50289
29616;708;275;30/03/2013;5;20.19;0;SO50289
29616;768;275;30/03/2013;5;469.79;0;SO50289
29616;822;275;30/03/2013;2;324.45;0;SO50289
29616;793;275;30/03/2013;4;1308.94;0;SO50289
29616;722;275;30/03/2013;3;183.94;0;SO50289
29616;711;275;30/03/2013;5;20.19;0;SO50289
29616;843;275;30/03/2013;2;15.00;0;SO50289
29616;791;275;30/03/2013;5;1466.01;0;SO50289
29616;798;275;30/03/2013;5;600.26;0;SO50289
29616;765;275;30/03/2013;4;469.79;0;SO50289
29616;764;275;30/03/2013;3;469.79;0;SO50289
29616;715;275;30/03/2013;5;28.84;0;SO50289
29616;790;275;30/03/2013;7;1466.01;0;SO50289
29616;794;275;30/03/2013;7;1308.94;0;SO50289
29616;844;275;30/03/2013;1;11.99;0;SO50289
29616;819;275;30/03/2013;1;149.03;0;SO50289
29616;835;275;30/03/2013;3;324.45;0;SO50289
29616;836;275;30/03/2013;3;324.45;0;SO50289
29616;859;275;30/03/2013;1;14.13;0;SO50289
29616;759;275;30/03/2013;3;469.79;0;SO50289
29616;800;275;30/03/2013;5;600.26;0;SO50289
29616;789;275;30/03/2013;8;1466.01;0;SO50289
29543;820;277;30/03/2013;2;198.04;0;SO50290
29543;725;277;30/03/2013;1;202.33;0;SO50290
29543;798;277;30/03/2013;3;600.26;0;SO50290
29543;789;277;30/03/2013;2;1466.01;0;SO50290
29543;790;277;30/03/2013;2;1466.01;0;SO50290
29543;768;277;30/03/2013;1;469.79;0;SO50290
29543;764;277;30/03/2013;1;469.79;0;SO50290
29543;763;277;30/03/2013;3;469.79;0;SO50290
29543;795;277;30/03/2013;1;1308.94;0;SO50290
29543;761;277;30/03/2013;4;469.79;0;SO50290
29543;791;277;30/03/2013;1;1466.01;0;SO50290
29543;801;277;30/03/2013;7;600.26;0;SO50290
29543;813;277;30/03/2013;3;65.60;0;SO50290
29543;793;277;30/03/2013;6;1308.94;0;SO50290
29543;766;277;30/03/2013;2;469.79;0;SO50290
29543;718;277;30/03/2013;4;780.82;0;SO50290
29543;717;277;30/03/2013;2;780.82;0;SO50290
29543;794;277;30/03/2013;2;1308.94;0;SO50290
29543;797;277;30/03/2013;2;600.26;0;SO50290
29543;736;277;30/03/2013;2;183.94;0;SO50290
29640;725;279;30/03/2013;1;202.33;0;SO50291
29640;726;279;30/03/2013;2;202.33;0;SO50291
29732;815;275;30/03/2013;1;36.45;0;SO50292
29732;786;275;30/03/2013;1;647.99;0;SO50292
29732;782;275;30/03/2013;5;1229.46;0;SO50292
29732;748;275;30/03/2013;2;744.27;0;SO50292
29732;783;275;30/03/2013;4;1229.46;0;SO50292
29732;807;275;30/03/2013;2;74.84;0;SO50292
29732;809;275;30/03/2013;5;33.77;0;SO50292
29732;743;275;30/03/2013;2;736.15;0;SO50292
29732;825;275;30/03/2013;8;196.33;0;SO50292
29732;808;275;30/03/2013;3;24.29;0;SO50292
29732;779;275;30/03/2013;7;1242.85;0;SO50292
29732;814;275;30/03/2013;3;209.26;0;SO50292
29732;742;275;30/03/2013;1;744.27;0;SO50292
29732;787;275;30/03/2013;3;647.99;0;SO50292
29732;781;275;30/03/2013;1;1242.85;0;SO50292
29732;747;275;30/03/2013;1;736.15;0;SO50292
29732;832;275;30/03/2013;2;209.26;0;SO50292
29732;788;275;30/03/2013;2;647.99;0;SO50292
29732;785;275;30/03/2013;2;647.99;0;SO50292
29732;862;275;30/03/2013;6;22.79;0;SO50292
29732;863;275;30/03/2013;3;22.79;0;SO50292
29732;784;275;30/03/2013;4;1229.46;0;SO50292
29732;802;275;30/03/2013;2;88.93;0;SO50292
29732;739;275;30/03/2013;3;744.27;0;SO50292
29896;817;279;30/03/2013;1;180.13;0;SO50293
29896;782;279;30/03/2013;2;1229.46;0;SO50293
29896;786;279;30/03/2013;2;647.99;0;SO50293
29896;832;279;30/03/2013;7;209.26;0;SO50293
29896;743;279;30/03/2013;2;736.15;0;SO50293
29896;861;279;30/03/2013;3;22.79;0;SO50293
29896;815;279;30/03/2013;2;36.45;0;SO50293
29896;863;279;30/03/2013;7;22.79;0;SO50293
29896;748;279;30/03/2013;1;744.27;0;SO50293
29896;862;279;30/03/2013;22;20.89;0,05;SO50293
29896;783;279;30/03/2013;1;1229.46;0;SO50293
29896;831;279;30/03/2013;1;209.26;0;SO50293
29896;824;279;30/03/2013;2;141.62;0;SO50293
29896;823;279;30/03/2013;2;52.65;0;SO50293
29896;814;279;30/03/2013;2;209.26;0;SO50293
29896;781;279;30/03/2013;2;1242.85;0;SO50293
29896;788;279;30/03/2013;8;647.99;0;SO50293
29896;809;279;30/03/2013;2;33.77;0;SO50293
29896;787;279;30/03/2013;3;647.99;0;SO50293
29896;810;279;30/03/2013;1;65.60;0;SO50293
29896;780;279;30/03/2013;2;1242.85;0;SO50293
29896;816;279;30/03/2013;1;125.42;0;SO50293
29522;815;276;30/03/2013;1;36.45;0;SO50294
29522;849;276;30/03/2013;5;35.99;0;SO50294
29522;714;276;30/03/2013;3;28.84;0;SO50294
29522;854;276;30/03/2013;6;44.99;0;SO50294
29522;856;276;30/03/2013;5;53.99;0;SO50294
29522;781;276;30/03/2013;2;1242.85;0;SO50294
29522;788;276;30/03/2013;3;647.99;0;SO50294
29522;708;276;30/03/2013;4;20.19;0;SO50294
29522;816;276;30/03/2013;2;125.42;0;SO50294
29522;862;276;30/03/2013;18;20.89;0,05;SO50294
29522;712;276;30/03/2013;2;5.19;0;SO50294
29522;707;276;30/03/2013;2;20.19;0;SO50294
29522;743;276;30/03/2013;2;736.15;0;SO50294
29522;711;276;30/03/2013;4;20.19;0;SO50294
29522;855;276;30/03/2013;1;53.99;0;SO50294
29522;823;276;30/03/2013;2;52.65;0;SO50294
29522;852;276;30/03/2013;5;44.99;0;SO50294
29522;863;276;30/03/2013;33;19.00;0,1;SO50294
29522;832;276;30/03/2013;2;209.26;0;SO50294
29522;716;276;30/03/2013;2;28.84;0;SO50294
29522;783;276;30/03/2013;2;1229.46;0;SO50294
29522;784;276;30/03/2013;1;1229.46;0;SO50294
29522;787;276;30/03/2013;2;647.99;0;SO50294
29522;785;276;30/03/2013;3;647.99;0;SO50294
29522;810;276;30/03/2013;2;65.60;0;SO50294
29522;843;276;30/03/2013;4;15.00;0;SO50294
29522;825;276;30/03/2013;2;196.33;0;SO50294
29522;824;276;30/03/2013;3;141.62;0;SO50294
29522;844;276;30/03/2013;2;11.99;0;SO50294
29522;748;276;30/03/2013;2;744.27;0;SO50294
29522;715;276;30/03/2013;2;28.84;0;SO50294
29522;809;276;30/03/2013;2;33.77;0;SO50294
29522;782;276;30/03/2013;9;1229.46;0;SO50294
29522;859;276;30/03/2013;5;14.13;0;SO50294
29522;814;276;30/03/2013;1;209.26;0;SO50294
29910;786;289;30/03/2013;3;647.99;0;SO50295
29910;814;289;30/03/2013;1;209.26;0;SO50295
29910;782;289;30/03/2013;3;1229.46;0;SO50295
29910;708;289;30/03/2013;2;20.19;0;SO50295
29910;852;289;30/03/2013;5;44.99;0;SO50295
29910;779;289;30/03/2013;1;1242.85;0;SO50295
29910;863;289;30/03/2013;25;19.00;0,1;SO50295
29910;810;289;30/03/2013;2;65.60;0;SO50295
29910;856;289;30/03/2013;3;53.99;0;SO50295
29910;823;289;30/03/2013;2;52.65;0;SO50295
29910;784;289;30/03/2013;2;1229.46;0;SO50295
29910;854;289;30/03/2013;5;44.99;0;SO50295
29910;861;289;30/03/2013;3;22.79;0;SO50295
29910;815;289;30/03/2013;2;36.45;0;SO50295
29910;715;289;30/03/2013;3;28.84;0;SO50295
29910;748;289;30/03/2013;1;744.27;0;SO50295
29910;707;289;30/03/2013;3;20.19;0;SO50295
29910;816;289;30/03/2013;1;125.42;0;SO50295
29910;824;289;30/03/2013;1;141.62;0;SO50295
29910;711;289;30/03/2013;2;20.19;0;SO50295
29910;859;289;30/03/2013;5;14.13;0;SO50295
29910;825;289;30/03/2013;3;196.33;0;SO50295
29910;788;289;30/03/2013;2;647.99;0;SO50295
29910;783;289;30/03/2013;9;1229.46;0;SO50295
29910;712;289;30/03/2013;8;5.19;0;SO50295
30022;770;276;30/03/2013;2;469.79;0;SO50296
30022;762;276;30/03/2013;1;469.79;0;SO50296
30022;761;276;30/03/2013;2;469.79;0;SO50296
30022;760;276;30/03/2013;1;469.79;0;SO50296
30112;852;284;30/03/2013;3;44.99;0;SO50297
30112;715;284;30/03/2013;4;28.84;0;SO50297
30112;798;284;30/03/2013;5;600.26;0;SO50297
30112;796;284;30/03/2013;7;1308.94;0;SO50297
30112;826;284;30/03/2013;2;67.54;0;SO50297
30112;760;284;30/03/2013;3;469.79;0;SO50297
30112;844;284;30/03/2013;3;11.99;0;SO50297
30112;722;284;30/03/2013;1;183.94;0;SO50297
30112;799;284;30/03/2013;3;600.26;0;SO50297
30112;714;284;30/03/2013;3;28.84;0;SO50297
30112;820;284;30/03/2013;2;198.04;0;SO50297
30112;708;284;30/03/2013;3;20.19;0;SO50297
30112;843;284;30/03/2013;2;15.00;0;SO50297
30112;854;284;30/03/2013;6;44.99;0;SO50297
30112;712;284;30/03/2013;7;5.19;0;SO50297
30112;729;284;30/03/2013;4;202.33;0;SO50297
30112;764;284;30/03/2013;5;469.79;0;SO50297
30112;835;284;30/03/2013;5;324.45;0;SO50297
30112;711;284;30/03/2013;8;20.19;0;SO50297
30112;738;284;30/03/2013;2;183.94;0;SO50297
30112;766;284;30/03/2013;6;469.79;0;SO50297
30112;859;284;30/03/2013;3;14.13;0;SO50297
30112;761;284;30/03/2013;3;469.79;0;SO50297
30112;856;284;30/03/2013;7;53.99;0;SO50297
30112;769;284;30/03/2013;1;469.79;0;SO50297
30112;813;284;30/03/2013;2;65.60;0;SO50297
30112;800;284;30/03/2013;5;600.26;0;SO50297
30112;794;284;30/03/2013;4;1308.94;0;SO50297
30112;730;284;30/03/2013;4;202.33;0;SO50297
30112;725;284;30/03/2013;2;202.33;0;SO50297
30112;801;284;30/03/2013;4;600.26;0;SO50297
30112;707;284;30/03/2013;4;20.19;0;SO50297
30112;768;284;30/03/2013;3;469.79;0;SO50297
30112;836;284;30/03/2013;3;324.45;0;SO50297
30112;765;284;30/03/2013;6;469.79;0;SO50297
30112;792;284;30/03/2013;6;1308.94;0;SO50297
30112;763;284;30/03/2013;7;469.79;0;SO50297
30112;795;284;30/03/2013;4;1308.94;0;SO50297
30112;759;284;30/03/2013;2;469.79;0;SO50297
30112;789;284;30/03/2013;4;1466.01;0;SO50297
30112;797;284;30/03/2013;7;600.26;0;SO50297
30112;790;284;30/03/2013;4;1466.01;0;SO50297
30112;793;284;30/03/2013;5;1308.94;0;SO50297
30112;762;284;30/03/2013;2;469.79;0;SO50297
30112;716;284;30/03/2013;2;28.84;0;SO50297
30112;767;284;30/03/2013;4;469.79;0;SO50297
30112;819;284;30/03/2013;4;149.03;0;SO50297
30112;849;284;30/03/2013;1;35.99;0;SO50297
30112;822;284;30/03/2013;3;324.45;0;SO50297
30112;770;284;30/03/2013;5;469.79;0;SO50297
30112;726;284;30/03/2013;2;202.33;0;SO50297
30112;791;284;30/03/2013;8;1466.01;0;SO50297
30112;855;284;30/03/2013;1;53.99;0;SO50297
29560;820;281;30/03/2013;3;198.04;0;SO50298
29560;729;281;30/03/2013;1;202.33;0;SO50298
29560;722;281;30/03/2013;1;183.94;0;SO50298
29560;826;281;30/03/2013;1;67.54;0;SO50298
29560;794;281;30/03/2013;4;1308.94;0;SO50298
29560;819;281;30/03/2013;2;149.03;0;SO50298
29560;768;281;30/03/2013;3;469.79;0;SO50298
29560;730;281;30/03/2013;4;202.33;0;SO50298
29560;836;281;30/03/2013;2;324.45;0;SO50298
29560;799;281;30/03/2013;1;600.26;0;SO50298
29560;760;281;30/03/2013;4;469.79;0;SO50298
29560;725;281;30/03/2013;2;202.33;0;SO50298
29560;770;281;30/03/2013;2;469.79;0;SO50298
29560;789;281;30/03/2013;2;1466.01;0;SO50298
29560;791;281;30/03/2013;1;1466.01;0;SO50298
29560;763;281;30/03/2013;3;469.79;0;SO50298
29560;738;281;30/03/2013;2;183.94;0;SO50298
29560;798;281;30/03/2013;2;600.26;0;SO50298
29560;822;281;30/03/2013;2;324.45;0;SO50298
29560;761;281;30/03/2013;1;469.79;0;SO50298
29560;766;281;30/03/2013;1;469.79;0;SO50298
29560;764;281;30/03/2013;2;469.79;0;SO50298
29560;795;281;30/03/2013;7;1308.94;0;SO50298
29560;718;281;30/03/2013;1;780.82;0;SO50298
29560;765;281;30/03/2013;3;469.79;0;SO50298
29560;835;281;30/03/2013;1;324.45;0;SO50298
29560;801;281;30/03/2013;6;600.26;0;SO50298
29560;797;281;30/03/2013;4;600.26;0;SO50298
29560;838;281;30/03/2013;1;780.82;0;SO50298
29753;807;283;30/03/2013;1;74.84;0;SO50299
29753;739;283;30/03/2013;1;744.27;0;SO50299
30012;763;276;30/03/2013;1;469.79;0;SO50300
30012;826;276;30/03/2013;2;67.54;0;SO50300
29901;816;276;30/03/2013;1;125.42;0;SO50301
29901;862;276;30/03/2013;4;22.79;0;SO50301
29901;823;276;30/03/2013;2;52.65;0;SO50301
29901;786;276;30/03/2013;7;647.99;0;SO50301
29901;832;276;30/03/2013;1;209.26;0;SO50301
29901;831;276;30/03/2013;2;209.26;0;SO50301
29901;814;276;30/03/2013;1;209.26;0;SO50301
29901;785;276;30/03/2013;2;647.99;0;SO50301
29901;825;276;30/03/2013;2;196.33;0;SO50301
29901;844;276;30/03/2013;3;11.99;0;SO50301
29901;863;276;30/03/2013;13;22.03;0,02;SO50301
29901;781;276;30/03/2013;2;1242.85;0;SO50301
29901;810;276;30/03/2013;1;65.60;0;SO50301
29901;779;276;30/03/2013;5;1242.85;0;SO50301
29901;809;276;30/03/2013;2;33.77;0;SO50301
29901;784;276;30/03/2013;4;1229.46;0;SO50301
29901;782;276;30/03/2013;4;1229.46;0;SO50301
29901;743;276;30/03/2013;3;736.15;0;SO50301
29901;787;276;30/03/2013;4;647.99;0;SO50301
29901;780;276;30/03/2013;9;1242.85;0;SO50301
29901;861;276;30/03/2013;3;22.79;0;SO50301
29901;843;276;30/03/2013;7;15.00;0;SO50301
29880;712;279;30/03/2013;3;5.19;0;SO50302
29880;861;279;30/03/2013;4;22.79;0;SO50302
29880;862;279;30/03/2013;4;22.79;0;SO50302
29880;715;279;30/03/2013;2;28.84;0;SO50302
29880;854;279;30/03/2013;2;44.99;0;SO50302
29880;783;279;30/03/2013;4;1229.46;0;SO50302
29880;779;279;30/03/2013;3;1242.85;0;SO50302
29880;782;279;30/03/2013;2;1229.46;0;SO50302
29880;863;279;30/03/2013;12;22.03;0,02;SO50302
29968;807;279;30/03/2013;1;74.84;0;SO50303
29924;797;276;30/03/2013;3;600.26;0;SO50304
29924;707;276;30/03/2013;6;20.19;0;SO50304
29924;768;276;30/03/2013;6;469.79;0;SO50304
29924;793;276;30/03/2013;5;1308.94;0;SO50304
29924;795;276;30/03/2013;5;1308.94;0;SO50304
29924;712;276;30/03/2013;6;5.19;0;SO50304
29924;790;276;30/03/2013;7;1466.01;0;SO50304
29924;767;276;30/03/2013;6;469.79;0;SO50304
29924;852;276;30/03/2013;2;44.99;0;SO50304
29924;800;276;30/03/2013;5;600.26;0;SO50304
29924;763;276;30/03/2013;4;469.79;0;SO50304
29924;849;276;30/03/2013;6;35.99;0;SO50304
29924;794;276;30/03/2013;4;1308.94;0;SO50304
29924;826;276;30/03/2013;3;67.54;0;SO50304
29924;770;276;30/03/2013;3;469.79;0;SO50304
29924;835;276;30/03/2013;4;324.45;0;SO50304
29924;711;276;30/03/2013;3;20.19;0;SO50304
29924;714;276;30/03/2013;3;28.84;0;SO50304
29924;819;276;30/03/2013;5;149.03;0;SO50304
29924;762;276;30/03/2013;6;469.79;0;SO50304
29924;759;276;30/03/2013;6;469.79;0;SO50304
29924;791;276;30/03/2013;4;1466.01;0;SO50304
29924;792;276;30/03/2013;4;1308.94;0;SO50304
29924;820;276;30/03/2013;6;198.04;0;SO50304
29924;725;276;30/03/2013;2;202.33;0;SO50304
29924;854;276;30/03/2013;1;44.99;0;SO50304
29924;859;276;30/03/2013;3;14.13;0;SO50304
29924;844;276;30/03/2013;7;11.99;0;SO50304
29924;856;276;30/03/2013;5;53.99;0;SO50304
29924;798;276;30/03/2013;3;600.26;0;SO50304
29924;764;276;30/03/2013;2;469.79;0;SO50304
29924;796;276;30/03/2013;4;1308.94;0;SO50304
29924;738;276;30/03/2013;1;183.94;0;SO50304
29924;801;276;30/03/2013;3;600.26;0;SO50304
29924;760;276;30/03/2013;4;469.79;0;SO50304
29924;715;276;30/03/2013;3;28.84;0;SO50304
29924;799;276;30/03/2013;7;600.26;0;SO50304
29924;769;276;30/03/2013;6;469.79;0;SO50304
29924;761;276;30/03/2013;2;469.79;0;SO50304
29924;729;276;30/03/2013;2;202.33;0;SO50304
29924;789;276;30/03/2013;4;1466.01;0;SO50304
29924;708;276;30/03/2013;3;20.19;0;SO50304
29924;766;276;30/03/2013;5;469.79;0;SO50304
29924;765;276;30/03/2013;1;469.79;0;SO50304
29924;843;276;30/03/2013;4;15.00;0;SO50304
29588;787;284;30/03/2013;1;647.99;0;SO50305
29507;843;279;30/03/2013;4;15.00;0;SO50306
29507;831;279;30/03/2013;5;209.26;0;SO50306
29507;785;279;30/03/2013;2;647.99;0;SO50306
29507;712;279;30/03/2013;16;4.75;0,05;SO50306
29507;809;279;30/03/2013;3;33.77;0;SO50306
29507;841;279;30/03/2013;6;35.99;0;SO50306
29507;863;279;30/03/2013;2;22.79;0;SO50306
29507;779;279;30/03/2013;5;1242.85;0;SO50306
29507;849;279;30/03/2013;5;35.99;0;SO50306
29507;788;279;30/03/2013;2;647.99;0;SO50306
29507;814;279;30/03/2013;5;209.26;0;SO50306
29507;853;279;30/03/2013;1;44.99;0;SO50306
29507;806;279;30/03/2013;2;61.37;0;SO50306
29507;802;279;30/03/2013;2;88.93;0;SO50306
29507;783;279;30/03/2013;3;1229.46;0;SO50306
29507;747;279;30/03/2013;1;736.15;0;SO50306
29507;859;279;30/03/2013;3;14.13;0;SO50306
29507;804;279;30/03/2013;4;137.69;0;SO50306
29507;860;279;30/03/2013;1;14.13;0;SO50306
29507;857;279;30/03/2013;3;53.99;0;SO50306
29507;715;279;30/03/2013;4;28.84;0;SO50306
29507;784;279;30/03/2013;1;1229.46;0;SO50306
29507;781;279;30/03/2013;3;1242.85;0;SO50306
29507;852;279;30/03/2013;7;44.99;0;SO50306
29507;844;279;30/03/2013;3;11.99;0;SO50306
29507;707;279;30/03/2013;7;20.19;0;SO50306
29507;708;279;30/03/2013;11;19.51;0,02;SO50306
29507;854;279;30/03/2013;4;44.99;0;SO50306
29507;782;279;30/03/2013;2;1229.46;0;SO50306
29507;711;279;30/03/2013;4;20.19;0;SO50306
29507;824;279;30/03/2013;2;141.62;0;SO50306
29507;807;279;30/03/2013;1;74.84;0;SO50306
29507;825;279;30/03/2013;6;196.33;0;SO50306
29507;780;279;30/03/2013;2;1242.85;0;SO50306
29507;858;279;30/03/2013;5;14.13;0;SO50306
29507;714;279;30/03/2013;5;28.84;0;SO50306
29507;716;279;30/03/2013;2;28.84;0;SO50306
29507;815;279;30/03/2013;3;36.45;0;SO50306
29507;855;279;30/03/2013;3;53.99;0;SO50306
29507;743;279;30/03/2013;2;736.15;0;SO50306
29507;850;279;30/03/2013;5;35.99;0;SO50306
29507;856;279;30/03/2013;8;53.99;0;SO50306
29846;813;279;30/03/2013;1;65.60;0;SO50307
29846;822;279;30/03/2013;2;324.45;0;SO50307
29846;730;279;30/03/2013;2;202.33;0;SO50307
29846;716;279;30/03/2013;4;28.84;0;SO50307
29846;855;279;30/03/2013;4;53.99;0;SO50307
29846;759;279;30/03/2013;1;469.79;0;SO50307
29846;726;279;30/03/2013;1;202.33;0;SO50307
29846;722;279;30/03/2013;1;183.94;0;SO50307
29846;836;279;30/03/2013;3;324.45;0;SO50307
29876;861;289;30/03/2013;1;22.79;0;SO50308
29876;782;289;30/03/2013;1;1229.46;0;SO50308
29876;783;289;30/03/2013;1;1229.46;0;SO50308
29876;862;289;30/03/2013;6;22.79;0;SO50308
30095;820;275;30/03/2013;1;198.04;0;SO50309
29523;779;275;30/03/2013;4;1242.85;0;SO50310
29523;781;275;30/03/2013;12;1201.42;0,02;SO50310
29523;832;275;30/03/2013;7;209.26;0;SO50310
29523;852;275;30/03/2013;7;44.99;0;SO50310
29523;788;275;30/03/2013;9;647.99;0;SO50310
29523;862;275;30/03/2013;23;20.89;0,05;SO50310
29523;787;275;30/03/2013;7;647.99;0;SO50310
29523;824;275;30/03/2013;4;141.62;0;SO50310
29523;716;275;30/03/2013;1;28.84;0;SO50310
29523;714;275;30/03/2013;5;28.84;0;SO50310
29523;861;275;30/03/2013;3;22.79;0;SO50310
29523;748;275;30/03/2013;2;744.27;0;SO50310
29523;815;275;30/03/2013;1;36.45;0;SO50310
29523;782;275;30/03/2013;5;1229.46;0;SO50310
29523;854;275;30/03/2013;2;44.99;0;SO50310
29523;831;275;30/03/2013;2;209.26;0;SO50310
29523;856;275;30/03/2013;3;53.99;0;SO50310
29523;784;275;30/03/2013;4;1229.46;0;SO50310
29523;711;275;30/03/2013;6;20.19;0;SO50310
29523;786;275;30/03/2013;2;647.99;0;SO50310
29523;843;275;30/03/2013;2;15.00;0;SO50310
29523;844;275;30/03/2013;4;11.99;0;SO50310
29523;785;275;30/03/2013;5;647.99;0;SO50310
29523;823;275;30/03/2013;4;52.65;0;SO50310
29523;712;275;30/03/2013;3;5.19;0;SO50310
29523;859;275;30/03/2013;5;14.13;0;SO50310
29523;707;275;30/03/2013;8;20.19;0;SO50310
29523;780;275;30/03/2013;7;1242.85;0;SO50310
29523;743;275;30/03/2013;3;736.15;0;SO50310
29523;708;275;30/03/2013;5;20.19;0;SO50310
29523;825;275;30/03/2013;2;196.33;0;SO50310
29523;715;275;30/03/2013;3;28.84;0;SO50310
29523;810;275;30/03/2013;2;65.60;0;SO50310
29523;849;275;30/03/2013;3;35.99;0;SO50310
29523;809;275;30/03/2013;1;33.77;0;SO50310
29523;863;275;30/03/2013;26;19.00;0,1;SO50310
29523;783;275;30/03/2013;4;1229.46;0;SO50310
29523;814;275;30/03/2013;6;209.26;0;SO50310
29523;817;275;30/03/2013;2;180.13;0;SO50310
29947;760;277;30/03/2013;2;469.79;0;SO50311
29947;762;277;30/03/2013;13;454.13;0,02;SO50311
29947;822;277;30/03/2013;3;324.45;0;SO50311
29947;858;277;30/03/2013;3;14.13;0;SO50311
29947;859;277;30/03/2013;6;14.13;0;SO50311
29947;726;277;30/03/2013;1;202.33;0;SO50311
29947;857;277;30/03/2013;2;53.99;0;SO50311
29947;853;277;30/03/2013;3;44.99;0;SO50311
29947;763;277;30/03/2013;4;469.79;0;SO50311
29947;856;277;30/03/2013;3;53.99;0;SO50311
29947;711;277;30/03/2013;2;20.19;0;SO50311
29947;843;277;30/03/2013;1;15.00;0;SO50311
29947;729;277;30/03/2013;2;202.33;0;SO50311
29947;793;277;30/03/2013;2;1308.94;0;SO50311
29947;708;277;30/03/2013;8;20.19;0;SO50311
29947;850;277;30/03/2013;2;35.99;0;SO50311
29947;714;277;30/03/2013;5;28.84;0;SO50311
29947;770;277;30/03/2013;6;469.79;0;SO50311
29947;855;277;30/03/2013;5;53.99;0;SO50311
29947;797;277;30/03/2013;1;600.26;0;SO50311
29947;849;277;30/03/2013;3;35.99;0;SO50311
29947;826;277;30/03/2013;2;67.54;0;SO50311
29947;844;277;30/03/2013;9;11.99;0;SO50311
29947;722;277;30/03/2013;2;183.94;0;SO50311
29947;712;277;30/03/2013;10;5.19;0;SO50311
29947;764;277;30/03/2013;3;469.79;0;SO50311
29947;852;277;30/03/2013;10;44.99;0;SO50311
29947;761;277;30/03/2013;2;469.79;0;SO50311
29947;854;277;30/03/2013;8;44.99;0;SO50311
29947;715;277;30/03/2013;6;28.84;0;SO50311
29947;725;277;30/03/2013;2;202.33;0;SO50311
29947;835;277;30/03/2013;2;324.45;0;SO50311
29947;730;277;30/03/2013;3;202.33;0;SO50311
